match_id,inning_name,batsman_id,batsman_name,runs,balls,fours,sixes,strike_rate,dismissal,dismissal_text,bowler_id,bowler_name,catcher_id,catcher_name
cacf2d34-41b8-41dd-91ed-5183d880084c,Kolkata Knight Riders Inning 1,000f9f7c-cc24-4a85-8638-b013b0f4760e,Quinton de Kock,4,5,1,0,80.0,catch,c jitesh sharma b hazlewood,2190c28d-1712-4fd2-ae44-9ac54319fc21,Josh Hazlewood,e28de73b-f5df-49eb-bdf6-c50471319404,Jitesh Sharma
cacf2d34-41b8-41dd-91ed-5183d880084c,Kolkata Knight Riders Inning 1,ef2e9c01-41f2-4349-a945-45d8b11dbd19,Sunil Narine,44,26,5,3,169.23,catch,c jitesh sharma b rasikh salam,a1f7a1f3-f19c-43d2-bcd7-b4bae22f5842,Rasikh Dar Salam,e28de73b-f5df-49eb-bdf6-c50471319404,Jitesh Sharma
cacf2d34-41b8-41dd-91ed-5183d880084c,Kolkata Knight Riders Inning 1,cdc2646c-1fe7-4bc2-b26e-42453f45a212,Ajinkya Rahane,56,31,6,4,180.65,catch,c rasikh salam b krunal pandya,81c09c1b-1b1d-4e87-9eaa-d7d0a89a6159,Krunal Pandya,a1f7a1f3-f19c-43d2-bcd7-b4bae22f5842,Rasikh Dar Salam
cacf2d34-41b8-41dd-91ed-5183d880084c,Kolkata Knight Riders Inning 1,c3236037-6694-404a-8f01-9ad880564ea9,Venkatesh Iyer,6,7,1,0,85.71,bowled,b krunal pandya,81c09c1b-1b1d-4e87-9eaa-d7d0a89a6159,Krunal Pandya,,
cacf2d34-41b8-41dd-91ed-5183d880084c,Kolkata Knight Riders Inning 1,3c89df94-f39c-4c51-8e64-441c73c32c78,Angkrish Raghuvanshi,30,22,2,1,136.36,catch,c jitesh sharma b yash dayal,f061b5fc-cd70-480c-86aa-45c7828e739c,Yash Dayal,e28de73b-f5df-49eb-bdf6-c50471319404,Jitesh Sharma
cacf2d34-41b8-41dd-91ed-5183d880084c,Kolkata Knight Riders Inning 1,11864f31-b766-4766-9cbc-5026015ace48,Rinku Singh,12,10,1,0,120.0,bowled,b krunal pandya,81c09c1b-1b1d-4e87-9eaa-d7d0a89a6159,Krunal Pandya,,
cacf2d34-41b8-41dd-91ed-5183d880084c,Kolkata Knight Riders Inning 1,effbb8f2-affa-4d18-93c5-285b243f88d0,Andre Russell,4,3,1,0,133.33,bowled,b suyash sharma,2bf2258f-f35e-4831-884e-f88ef46968f5,Suyash Sharma,,
cacf2d34-41b8-41dd-91ed-5183d880084c,Kolkata Knight Riders Inning 1,3187d301-269d-4823-b895-66d652ddefca,Ramandeep Singh ,6,9,0,0,66.67,,not out,,,,
cacf2d34-41b8-41dd-91ed-5183d880084c,Kolkata Knight Riders Inning 1,225ae9ea-dba6-456d-a64b-2dbd7476c8f0,Harshit Rana,5,6,1,0,83.33,catch,c jitesh sharma b hazlewood,2190c28d-1712-4fd2-ae44-9ac54319fc21,Josh Hazlewood,e28de73b-f5df-49eb-bdf6-c50471319404,Jitesh Sharma
cacf2d34-41b8-41dd-91ed-5183d880084c,Kolkata Knight Riders Inning 1,0284af4f-d4eb-4894-bacc-a468c1020951,Spencer Johnson,1,1,0,0,100.0,,not out,,,,
cacf2d34-41b8-41dd-91ed-5183d880084c,Royal Challengers Bengaluru Inning 1,6db25d60-ff96-4d8d-8d22-dedeeb5ffa29,Philip Salt,56,31,9,2,180.65,catch,c spencer johnson b varun chakaravarthy,702254aa-2764-4fe4-b28e-20336a0ab069,Varun Chakaravarthy,0284af4f-d4eb-4894-bacc-a468c1020951,Spencer Johnson
cacf2d34-41b8-41dd-91ed-5183d880084c,Royal Challengers Bengaluru Inning 1,c61d247d-7f77-452c-b495-2813a9cd0ac4,Virat Kohli,59,36,4,3,163.89,,not out,,,,
cacf2d34-41b8-41dd-91ed-5183d880084c,Royal Challengers Bengaluru Inning 1,74c6584a-45a5-4781-a5e7-c0c9340da954,Devdutt Padikkal,10,10,1,0,100.0,catch,c ramandeep singh b narine,ef2e9c01-41f2-4349-a945-45d8b11dbd19,Sunil Narine,3187d301-269d-4823-b895-66d652ddefca,Ramandeep Singh 
cacf2d34-41b8-41dd-91ed-5183d880084c,Royal Challengers Bengaluru Inning 1,88215ee9-ca67-48af-a3f0-6b38718bd830,Rajat Patidar,34,16,5,1,212.5,catch,c rinku singh b vaibhav arora,82de5824-b29b-4737-9e9d-44f5796ef227,Vaibhav Arora,11864f31-b766-4766-9cbc-5026015ace48,Rinku Singh
cacf2d34-41b8-41dd-91ed-5183d880084c,Royal Challengers Bengaluru Inning 1,d1c0a448-6ee6-473a-90a2-e6a486698a8a,Liam Livingstone,15,5,2,1,300.0,,not out,,,,
91b007f3-c0af-493f-808a-3f4ae2d66e33,Sunrisers Hyderabad Inning 1,83fe6ab6-d63c-420e-9416-a93d59a9a964,Abhishek Sharma,24,11,5,0,218.18,catch,c yashasvi jaiswal b m theekshana,7e09eef0-d886-4997-b568-5fd4e0dfbbec,Maheesh Theekshana,a254feed-0d7c-4f04-a2ab-7bf9ceef156b,Yashasvi Jaiswal
91b007f3-c0af-493f-808a-3f4ae2d66e33,Sunrisers Hyderabad Inning 1,d6720897-e81d-4703-bf33-d2b60c973d30,Travis Head,67,31,9,3,216.13,catch,c hetmyer b tushar deshpande,f3876b65-0643-49df-9255-4a06dd3fa051,Tushar Deshpande,4269d64c-962d-4cd9-b2d2-1a62f51256b8,Shimron Hetmyer
91b007f3-c0af-493f-808a-3f4ae2d66e33,Sunrisers Hyderabad Inning 1,9ae68636-48d9-488f-8adc-e62a19815d85,Ishan Kishan,106,47,11,6,225.53,,not out,,,,
91b007f3-c0af-493f-808a-3f4ae2d66e33,Sunrisers Hyderabad Inning 1,5bf98798-b2b0-47d2-b799-5307c0fd4936,Nitish Kumar Reddy,30,15,4,1,200.0,catch,c yashasvi jaiswal b m theekshana,7e09eef0-d886-4997-b568-5fd4e0dfbbec,Maheesh Theekshana,a254feed-0d7c-4f04-a2ab-7bf9ceef156b,Yashasvi Jaiswal
91b007f3-c0af-493f-808a-3f4ae2d66e33,Sunrisers Hyderabad Inning 1,7d662361-8f12-4a52-9a4b-01e8734bd31d,Heinrich Klaasen,34,14,5,1,242.86,catch,c riyan parag b sandeep sharma,3f18b02d-0e1a-49be-aec4-c2fc11503505,Sandeep Sharma,b51bb4e5-acdf-423b-abb3-7a1e6694d2c2,Riyan Parag
91b007f3-c0af-493f-808a-3f4ae2d66e33,Sunrisers Hyderabad Inning 1,196f622e-e1ae-4962-95b5-81324e26c5fe,Aniket Verma,7,3,0,1,233.33,catch,c jofra archer b tushar deshpande,f3876b65-0643-49df-9255-4a06dd3fa051,Tushar Deshpande,19758cd7-4cce-47d8-b1fe-5975609de802,Jofra Archer
91b007f3-c0af-493f-808a-3f4ae2d66e33,Sunrisers Hyderabad Inning 1,c8299338-660f-4870-a9bc-57359242411c,Abhinav Manohar,0,1,0,0,0.0,catch,c riyan parag b tushar deshpande,f3876b65-0643-49df-9255-4a06dd3fa051,Tushar Deshpande,b51bb4e5-acdf-423b-abb3-7a1e6694d2c2,Riyan Parag
91b007f3-c0af-493f-808a-3f4ae2d66e33,Sunrisers Hyderabad Inning 1,13b3d56e-0fba-4d31-a174-d211211404e2,Pat Cummins,0,1,0,0,0.0,,not out,,,,
91b007f3-c0af-493f-808a-3f4ae2d66e33,Rajasthan Royals Inning 1,a254feed-0d7c-4f04-a2ab-7bf9ceef156b,Yashasvi Jaiswal,1,5,0,0,20.0,catch,c abhinav manohar b simarjeet singh,60610403-b20d-41b5-a1f9-ca5981d192e1,Simarjeet Singh,c8299338-660f-4870-a9bc-57359242411c,Abhinav Manohar
91b007f3-c0af-493f-808a-3f4ae2d66e33,Rajasthan Royals Inning 1,35ed1b20-38f3-4013-be2e-dc28ffbecfd6,Sanju Samson,66,37,7,4,178.38,catch,c klaasen b harshal patel,15bccb4f-8c3c-4da6-acd9-551782278bfd,Harshal Patel,7d662361-8f12-4a52-9a4b-01e8734bd31d,Heinrich Klaasen
91b007f3-c0af-493f-808a-3f4ae2d66e33,Rajasthan Royals Inning 1,b51bb4e5-acdf-423b-abb3-7a1e6694d2c2,Riyan Parag,4,2,1,0,200.0,catch,c cummins b simarjeet singh,60610403-b20d-41b5-a1f9-ca5981d192e1,Simarjeet Singh,13b3d56e-0fba-4d31-a174-d211211404e2,Pat Cummins
91b007f3-c0af-493f-808a-3f4ae2d66e33,Rajasthan Royals Inning 1,64360dd6-a8db-47ae-8837-638a5bbbaae6,Nitish Rana,11,8,2,0,137.5,catch,c cummins b shami,11d06633-aa20-469c-8fbb-676a1ae33eed,Mohammed Shami,13b3d56e-0fba-4d31-a174-d211211404e2,Pat Cummins
91b007f3-c0af-493f-808a-3f4ae2d66e33,Rajasthan Royals Inning 1,21d693c2-b4dd-4d24-b747-90dfc8357ef5,Dhruv Jurel,70,35,5,6,200.0,catch,c ishan kishan b zampa,1971093d-b87b-43db-8b1d-b2dcc8e68617,Adam Zampa,9ae68636-48d9-488f-8adc-e62a19815d85,Ishan Kishan
91b007f3-c0af-493f-808a-3f4ae2d66e33,Rajasthan Royals Inning 1,4269d64c-962d-4cd9-b2d2-1a62f51256b8,Shimron Hetmyer,42,23,1,4,182.61,catch,c abhinav manohar b harshal patel,15bccb4f-8c3c-4da6-acd9-551782278bfd,Harshal Patel,c8299338-660f-4870-a9bc-57359242411c,Abhinav Manohar
91b007f3-c0af-493f-808a-3f4ae2d66e33,Rajasthan Royals Inning 1,c6442879-0071-438a-a48e-4eb9c549ec13,Shubham Dubey,34,11,1,4,309.09,,not out,,,,
91b007f3-c0af-493f-808a-3f4ae2d66e33,Rajasthan Royals Inning 1,19758cd7-4cce-47d8-b1fe-5975609de802,Jofra Archer,1,1,0,0,100.0,,not out,,,,
208d68e5-3fab-4f3b-88e9-29ec4a02d3e2,Mumbai Indians Inning 1,03bda674-3916-4d64-952e-00a6c19c01e1,Rohit Sharma,0,4,0,0,0.0,catch,c shivam dube b khaleel ahmed,8df6183b-1c95-46d2-85c0-e185792d03f1,Khaleel Ahmed,22ee45d8-0538-4e3e-a758-c515f9b86d11,Shivam Dube
208d68e5-3fab-4f3b-88e9-29ec4a02d3e2,Mumbai Indians Inning 1,a6686871-5bcd-4aae-8bfc-8298f878b6a9,Ryan Rickelton,13,7,3,0,185.71,bowled,b khaleel ahmed,8df6183b-1c95-46d2-85c0-e185792d03f1,Khaleel Ahmed,,
208d68e5-3fab-4f3b-88e9-29ec4a02d3e2,Mumbai Indians Inning 1,c510fbe6-8a16-47e4-ab60-0965720241af,Will Jacks,11,7,2,0,157.14,catch,c shivam dube b ashwin,0068c9d8-be69-46b9-bbef-62c74e480781,Ravichandran Ashwin,22ee45d8-0538-4e3e-a758-c515f9b86d11,Shivam Dube
208d68e5-3fab-4f3b-88e9-29ec4a02d3e2,Mumbai Indians Inning 1,8c579447-bfbd-4cf6-a283-db4dc1d5ac33,Suryakumar Yadav,29,26,2,1,111.54,stumped,st dhoni b noor ahmad,3cbc5a08-62af-4ca5-b709-c7712db6e8b6,Noor Ahmad,b6e7aa41-b0bb-4b0f-8f59-59f729283be5,MS Dhoni
208d68e5-3fab-4f3b-88e9-29ec4a02d3e2,Mumbai Indians Inning 1,aefd9074-da5a-408d-94f1-3be0e79d3b82,Tilak Varma,31,25,2,2,124.0,lbw,lbw b noor ahmad,3cbc5a08-62af-4ca5-b709-c7712db6e8b6,Noor Ahmad,,
208d68e5-3fab-4f3b-88e9-29ec4a02d3e2,Mumbai Indians Inning 1,21ffa053-b03d-4270-a49f-d3e2db9dfde7,Robin Minz,3,9,0,0,33.33,catch,c ravindra jadeja b noor ahmad,3cbc5a08-62af-4ca5-b709-c7712db6e8b6,Noor Ahmad,81b446e1-bfea-45a7-a15e-062b8157a323,Ravindra Jadeja
208d68e5-3fab-4f3b-88e9-29ec4a02d3e2,Mumbai Indians Inning 1,71add5ac-55f9-4eb7-9e0c-d51208ae20c0,Naman Dhir,17,12,1,0,141.67,bowled,b noor ahmad,3cbc5a08-62af-4ca5-b709-c7712db6e8b6,Noor Ahmad,,
208d68e5-3fab-4f3b-88e9-29ec4a02d3e2,Mumbai Indians Inning 1,16ec245b-022d-4104-bd8f-ccc780428390,Mitchell Santner,11,13,1,0,84.62,lbw,lbw b nathan ellis,6731db45-8132-49c6-8fcb-f59258d15082,Nathan Ellis,,
208d68e5-3fab-4f3b-88e9-29ec4a02d3e2,Mumbai Indians Inning 1,237a1ef2-1eae-4877-8b94-d20d84faf635,Deepak Chahar,28,15,2,2,186.67,,not out,,,,
208d68e5-3fab-4f3b-88e9-29ec4a02d3e2,Mumbai Indians Inning 1,6004fd3f-2264-470d-b39f-340d530b19b3,Trent Boult,1,2,0,0,50.0,catch,c ruturaj gaikwad b khaleel ahmed,8df6183b-1c95-46d2-85c0-e185792d03f1,Khaleel Ahmed,50b70c71-1535-41c0-87fd-c12883105ede,Ruturaj Gaikwad
208d68e5-3fab-4f3b-88e9-29ec4a02d3e2,Mumbai Indians Inning 1,9f98de11-7764-4394-93e3-89f8c05ad378,Satyanarayana Raju,1,1,0,0,100.0,,not out,,,,
208d68e5-3fab-4f3b-88e9-29ec4a02d3e2,Chennai Super Kings Inning 1,e6d28951-8524-43ca-95cf-9e73ae68bc12,Rachin Ravindra,65,45,2,4,144.44,,not out,,,,
208d68e5-3fab-4f3b-88e9-29ec4a02d3e2,Chennai Super Kings Inning 1,fb313a9a-0a14-499d-a8d1-7561bccea8cb,Rahul Tripathi,2,3,0,0,66.67,catch,c rickelton b d chahar,237a1ef2-1eae-4877-8b94-d20d84faf635,Deepak Chahar,a6686871-5bcd-4aae-8bfc-8298f878b6a9,Ryan Rickelton
208d68e5-3fab-4f3b-88e9-29ec4a02d3e2,Chennai Super Kings Inning 1,50b70c71-1535-41c0-87fd-c12883105ede,Ruturaj Gaikwad,53,26,6,3,203.85,catch,c will jacks b vignesh puthur,0e2b638b-e356-41bf-b986-f0f0f84bad38,Vignesh Puthur,c510fbe6-8a16-47e4-ab60-0965720241af,Will Jacks
208d68e5-3fab-4f3b-88e9-29ec4a02d3e2,Chennai Super Kings Inning 1,22ee45d8-0538-4e3e-a758-c515f9b86d11,Shivam Dube,9,7,0,1,128.57,catch,c tilak varma b vignesh puthur,0e2b638b-e356-41bf-b986-f0f0f84bad38,Vignesh Puthur,aefd9074-da5a-408d-94f1-3be0e79d3b82,Tilak Varma
208d68e5-3fab-4f3b-88e9-29ec4a02d3e2,Chennai Super Kings Inning 1,47109b0d-51f0-4a49-931e-e31bf77e69f5,Deepak Hooda,3,5,0,0,60.0,catch,c satyanarayana raju b vignesh puthur,0e2b638b-e356-41bf-b986-f0f0f84bad38,Vignesh Puthur,9f98de11-7764-4394-93e3-89f8c05ad378,Satyanarayana Raju
208d68e5-3fab-4f3b-88e9-29ec4a02d3e2,Chennai Super Kings Inning 1,45613012-5c4f-4a7a-a1c4-d9827939b2bf,Sam Curran,4,9,0,0,44.44,bowled,b will jacks,c510fbe6-8a16-47e4-ab60-0965720241af,Will Jacks,,
208d68e5-3fab-4f3b-88e9-29ec4a02d3e2,Chennai Super Kings Inning 1,81b446e1-bfea-45a7-a15e-062b8157a323,Ravindra Jadeja,17,18,1,0,94.44,runout,run out,237a1ef2-1eae-4877-8b94-d20d84faf635,Deepak Chahar,a6686871-5bcd-4aae-8bfc-8298f878b6a9,Ryan Rickelton
208d68e5-3fab-4f3b-88e9-29ec4a02d3e2,Chennai Super Kings Inning 1,b6e7aa41-b0bb-4b0f-8f59-59f729283be5,MS Dhoni,0,2,0,0,0.0,,not out,,,,
c6e97609-d9c1-46eb-805a-e282b34f3bb1,Lucknow Super Giants Inning 1,3fef81b0-c1e9-45eb-954f-519f3b33d640,Aiden Markram,15,13,1,1,115.38,catch,c mitchell starc b vipraj nigam,6d4e7d4a-4fae-4958-bc15-a063c09508eb,Vipraj Nigam,bceb7084-1dda-4d76-b691-43c5a29d39a7,Mitchell Starc
c6e97609-d9c1-46eb-805a-e282b34f3bb1,Lucknow Super Giants Inning 1,6eaac800-13e7-4a07-8ee2-14acd04cc53f,Mitchell Marsh,72,36,6,6,200.0,catch,c stubbs b mukesh kumar,116e2bfb-6a97-4221-8006-8e7da70b0715,Mukesh Kumar,de19a93e-06df-4597-9186-7a53c1613552,Tristan Stubbs
c6e97609-d9c1-46eb-805a-e282b34f3bb1,Lucknow Super Giants Inning 1,4e8ab9cd-c5af-430e-887b-d22bf74ad052,Nicholas Pooran,75,30,6,7,250.0,bowled,b mitchell starc,bceb7084-1dda-4d76-b691-43c5a29d39a7,Mitchell Starc,,
c6e97609-d9c1-46eb-805a-e282b34f3bb1,Lucknow Super Giants Inning 1,a52b2d20-7c98-4238-9ba4-ec78419a5cc2,Rishabh Pant,0,6,0,0,0.0,catch,c du plessis b kuldeep yadav,1e651cfb-57f1-48da-bf9d-83cbff1733d1,Kuldeep Yadav,e5912efa-da10-4342-981c-f5ae32794672,Faf du Plessis
c6e97609-d9c1-46eb-805a-e282b34f3bb1,Lucknow Super Giants Inning 1,2f50df2f-809d-44f9-b5be-ccb846515861,David Miller,27,19,1,2,142.11,,not out,,,,
c6e97609-d9c1-46eb-805a-e282b34f3bb1,Lucknow Super Giants Inning 1,151d6979-05d3-4c1f-ae30-0e58af0e8613,Ayush Badoni,4,5,0,0,80.0,catch,c stubbs b kuldeep yadav,1e651cfb-57f1-48da-bf9d-83cbff1733d1,Kuldeep Yadav,de19a93e-06df-4597-9186-7a53c1613552,Tristan Stubbs
